■ 성남시 아동수당 지원 가능 가맹점 ,,,,,,
,,,(2018년 7월 기준),,,
소재지,가맹점번호,가맹점명,세부주소,,,
성남시분당구,0100838762,사계절엄마집밥,"경기 성남시 분당구 야탑로 103,",,,
성남시분당구,0100843341,바른한의원,"경기 성남시 분당구 내정로165번길 50,",,,
성남시분당구,0100844463,와플반트야탑점,"경기 성남시 분당구 야탑로81번길 10,",,,
성남시분당구,0100844497,헤어컬러링,"경기 성남시 분당구 중앙공원로40번길 8,",,,
성남시분당구,0100846062,수학 359도 학원,"경기 성남시 분당구 불정로 379,",,,
성남시분당구,0100847441,더 밸류 펍,"경기 성남시 분당구 대왕판교로 670,",,,
성남시분당구,0100848126,발레시스,경기도 성남시 분당구 미금일로86번길 4-4,,,
성남시분당구,0100852409,몽키쿤510 판교테크노밸리점,"경기 성남시 분당구 판교역로 235,",,,
성남시분당구,0100857234,소녀방앗간 백현새댁점,경기도 성남시 분당구 판교역로2번길 9-1,,,
성남시분당구,0100857366,완리타이어코리아,경기도 성남시 분당구 황새울로 224,,,
성남시분당구,0100859818,(사) 중소기업기술혁신협회,"경기 성남시 분당구 판교로 255,",,,
성남시분당구,0100867084,놀숲 분당미금점,"경기 성남시 분당구 돌마로 79,",,,
성남시분당구,0100870112,은혜악세사리,"경기 성남시 분당구 야탑로161번길 8-6,",,,
성남시분당구,0100870799,비씨디이,"경기 성남시 분당구 구미로9번길 7,",,,
성남시분당구,0100872225,포시즌필라테스 야탑,"경기 성남시 분당구 성남대로 934 ,",,,
성남시분당구,0100874239,돌고래식당,경기도 성남시 분당구 내정로174번길 42,,,
성남시분당구,0100876887,수학날다수학학원,"경기 성남시 분당구 성남대로779번길 56,",,,
성남시분당구,0100877547,샤인스킨,"경기 성남시 분당구 황새울로 325 ,",,,
성남시분당구,0100878925,(주)제이케이유니타스,"경기 성남시 분당구 판교역로 182,",,,
성남시분당구,0100879311,에그랩,경기도 성남시 분당구 백현로 100,,,
성남시분당구,0100882034,헬로우 컴퓨터 분당점,경기 성남시 분당구 야탑로 145,,,
성남시분당구,0100882661,대감참치,경기 성남시 분당구 금곡로11번길 7,,,
성남시분당구,0100883198,튼튼영어 베이비리그 분당센터,"경기 성남시 분당구 정자일로 55,",,,
성남시분당구,0100884691,래디 (REDY)샵,경기도 성남시 분당구 동판교로 225,,,
성남시분당구,0100887553,선물나라,"경기 성남시 분당구 야탑로69번길 2,",,,
성남시분당구,0100888122,(주) 오르다코리아,"경기 성남시 분당구 운중로 115,",,,
성남시분당구,0100893080,문화교류연구소,"경기 성남시 분당구 느티로 22,",,,
성남시분당구,0100893536,베네베네 분당점,"경기 성남시 분당구 정자일로 146,",,,
성남시분당구,0100895978,주리마리,경기도 성남시 분당구 동판교로177번길 25,,,
성남시분당구,0100897545,종로학원하늘교육이매학원,경기도 성남시 분당구 이매로 51,,,
성남시분당구,0100899582,평양손만두,"경기 성남시 분당구 돌마로486번길 40,",,,
성남시분당구,0100900109,청계산토종닭집,경기 성남시 분당구 하오개로 263,,,
성남시분당구,0100900364,올인원영어학원,"경기 성남시 분당구 돌마로356번길 3,",,,
성남시분당구,0100901412,변태준,"경기 성남시 분당구 탄천로 95,",,,
성남시분당구,0100901784,두산파빌리온세탁소,경기 성남시 분당구 정자동,,,
성남시분당구,0100902311,주식회사 예가의숲,"경기 성남시 분당구 판교역로192번길 14-2,",,,
성남시분당구,0100904770,온더데스크서현독서실,"경기 성남시 분당구 중앙공원로40번길 4,",,,
성남시분당구,0100905256,둥실둥실스튜디오,"경기 성남시 분당구 장안로52번길 25,",,,
성남시분당구,0100905645,튼튼영어분당남부교육본부,"경기 성남시 분당구 미금일로 77,",,,
성남시분당구,0100910611,스파비알,"경기 성남시 분당구 성남대로331번길 3-3,",,,
성남시분당구,0100912732,캐밀스카페,"경기 성남시 분당구 황새울로258번길 10-9,",,,
성남시분당구,0100915164,(주)보스텔코리아,경기도 성남시 분당구 판교로 436,,,
성남시분당구,0100920958,온더데스크판교독서실,"경기 성남시 분당구 운중로 128,",,,
성남시분당구,0100921048,신지원헤어뉴스,경기도 성남시 분당구 판교로 432,,,
성남시분당구,0100921600,온더데스크 스터디카페,"경기 성남시 분당구 운중로 128,",,,
성남시분당구,0100921865,튼튼영어분당중앙,"경기 성남시 분당구 정자로76번길 11,",,,
성남시분당구,0100921972,칼의부활분당수지점,경기도 성남시 분당구 불정로 179,,,
성남시분당구,0100925031,화덕피자&떡볶이,"경기 성남시 분당구 장미로 42,",,,
성남시분당구,0100926070,오성크레인스카이,경기도 성남시 분당구 판교원로 46,,,
성남시분당구,0100929298,탑,"경기 성남시 분당구 대왕판교로 346,",,,
성남시분당구,0100929827,광장보수,"경기 성남시 분당구 정자일로 177,",,,
성남시분당구,0100929900,김작가의 이중생활 야탑역점,"경기 성남시 분당구 야탑로105번길 12-6,",,,
성남시분당구,0100933704,주식회사 300텔레콤,경기도 성남시 분당구 대왕판교로606번길 58,,,
성남시분당구,0100935295,(주)토필드,경기 성남시 분당구 정자일로 23,,,
성남시분당구,0100939859,러닝포인트,"경기 성남시 분당구 구미로 60,",,,
성남시분당구,0100940303,포시즌(4season),경기도 성남시 분당구 판교로 436,,,
성남시분당구,0100943273,푸른마을어린이집,"경기 성남시 분당구 백현로 227,",,,
성남시분당구,0100943760,서현2어린이집,경기도 성남시 분당구 돌마로476번길 19,,,
성남시분당구,0100948454,주식회사 행복한스푼,경기 성남시 분당구 석운로 181,,,
성남시분당구,0100949486,녹십초 오리중앙지사,"경기 성남시 분당구 구미로 11,",,,
성남시분당구,0100951011,클로버,"경기 성남시 분당구 정자일로 55,",,,
성남시분당구,0100952563,루씨에 옴므,"경기 성남시 분당구 정자일로 177,",,,
성남시분당구,0100952779,참좋은 피부경락,"경기 성남시 분당구 서현로 170,",,,
성남시분당구,0100953587,(주)바스틀리코리아,"경기 성남시 분당구 정자일로 162,",,,
성남시분당구,0100953835,제이드,"경기 성남시 분당구 미금로 66,",,,
성남시분당구,0100957992,주식회사 랜드메이커,"경기 성남시 분당구 내정로113번길 4,",,,
성남시분당구,0100958206,세무회계 자하연,"경기 성남시 분당구 운중로 129,",,,
성남시분당구,0100961507,라벨르(La belle),"경기 성남시 분당구 돌마로 85,",,,
성남시분당구,0100962349,주식회사 제이리,"경기 성남시 분당구 정자일로 121 ,",,,
성남시분당구,0100963222,km데스코,경기도 성남시 분당구 성남대로916번길 5,,,
성남시분당구,0100963669,콩툰 서현점,경기도 성남시 분당구 황새울로360번길 28,,,
성남시분당구,0100965128,새벽이슬,"경기 성남시 분당구 동판교로 155,",,,
성남시분당구,0100965763,주식회사 모스버거코리아-분당정자점,경기 성남시 분당구 정자일로 230,,,
성남시분당구,0100965771,엑시(EXICI),"경기 성남시 분당구 발이봉로3번길 6,",,,
성남시분당구,0100965920,(주)로쉬 정자지점,"경기 성남시 분당구 정자일로 197,",,,
성남시분당구,0100967769,개별화물(경기84아3146),"경기 성남시 분당구 벌말로30번길 46,",,,
성남시분당구,0100969138,주식회사 코펨에코,"경기 성남시 분당구 판교로 700,",,,
성남시분당구,0100969997,나린조,경기도 성남시 분당구 판교로 715,,,
성남시분당구,0100971605,분더녹학(논술학습코칭),경기 성남시 분당구 불곡남로 16,,,
성남시분당구,0100972827,한울타리,"경기 성남시 분당구 황새울로330번길 16,",,,
성남시분당구,0100973007,모먼트 바이엠,"경기 성남시 분당구 내정로 185,",,,
성남시분당구,0100973106,현준통신,"경기 성남시 분당구 서현로 170,",,,
성남시분당구,0100973874,메디큐브의원,"경기 성남시 분당구 황새울로 326,",,,
성남시분당구,0100974906,비손보석웨딩주얼리,경기도 성남시 분당구 중앙공원로39번길 49,,,
성남시분당구,0100981323,캔들이네,"경기 성남시 분당구 예원로6번길 2,",,,
성남시분당구,0100982891,사랑맘어린이집,"경기 성남시 분당구 동판교로 275,",,,
성남시분당구,0100988419,분당철물건재,"경기 성남시 분당구 미금로 232 ,",,,
성남시분당구,0100989821,주식회사 이와이트레이드,"경기 성남시 분당구 돌마로 46,",,,
성남시분당구,0100999416,분당판교 오토바이,경기도 성남시 분당구 판교로 499,,,
성남시분당구,0101005346,살롱드수,"경기 성남시 분당구 정자일로 55,",,,
성남시분당구,0101005817,끼니꿈,"경기 성남시 분당구 판교로 475,",,,
성남시분당구,0101011039,비비드엔씨,"경기 성남시 분당구 발이봉남로25번길 8-6,",,,
성남시분당구,0101013241,아침닭(옛날통닭),"경기 성남시 분당구 돌마로 364,",,,
성남시분당구,0101016145,현 레더공예,"경기 성남시 분당구 돌마로 361,",,,
성남시분당구,0101016558,(사)행복명상,경기 성남시 분당구 구미로185번길 30,,,
성남시분당구,0101016970,분당테크노파크 B동 관리단,경기도 성남시 분당구 판교로 723,,,
성남시분당구,0101018018,그리다가,"경기 성남시 분당구 성남대로 51,",,,
성남시분당구,0101020048,사람과미래수학원,"경기 성남시 분당구 불정로 254,",,,
성남시분당구,0101020238,미디어지지,경기도 성남시 분당구 야탑로 145,,,
성남시분당구,0101022424,화이트초콜렛,경기도 성남시 분당구 불정로87번길 1,,,
성남시분당구,0101024149,주식회사 에이요,"경기 성남시 분당구 탄천상로 164,",,,
성남시분당구,0101027373,훈짬뽕,경기도 성남시 분당구 성남대로 151,,,
성남시분당구,0101028413,엘린피아노음악교습소,경기도 성남시 분당구 동판교로 91,,,
성남시분당구,0101029593,어나더플레이스,"경기 성남시 분당구 황새울로312번길 20,",,,
성남시분당구,0101036655,스시앤쿡,"경기 성남시 분당구 운중로126번길 5,",,,
성남시분당구,0101036705,뉴스킨코리아_이니시스,"경기 성남시 분당구 대왕판교로 660,",,,
성남시분당구,0101037893,티아이디교육,"경기 성남시 분당구 돌마로366번길 42,",,,
성남시분당구,0101039162,블루밍인테리어디자인,경기도 성남시 분당구 판교로 430,,,
성남시분당구,0101039832,컴파니하이,"경기 성남시 분당구 판교역로192번길 14-2,",,,
성남시분당구,0101041978,헤어워커스,"경기 성남시 분당구 정자일로 239 ,",,,
성남시분당구,0101043735,미로화방,"경기 성남시 분당구 내정로129번길 26,",,,
성남시분당구,0101047413,더벤티 야탑점,경기도 성남시 분당구 야탑로69번길 24-8,,,
성남시분당구,0101047660,메이플베어어학원,경기도 성남시 분당구 성남대로779번길 58,,,
성남시분당구,0101048759,굿투그레이트,경기도 성남시 분당구 성남대로 393,,,
성남시분당구,0101053718,니고라멘,"경기 성남시 분당구 황새울로214번길 8,",,,
성남시분당구,0101054351,프라운라움유학미술교습소,"경기 성남시 분당구 돌마로 68,",,,
성남시분당구,0101056794,휴독,"경기 성남시 분당구 서현로439번길 19,",,,
성남시분당구,0101059889,애플,"경기 성남시 분당구 벌말로 47,",,,
성남시분당구,0101060721,휘트니스클럽S,"경기 성남시 분당구 판교로 446 ,",,,
성남시분당구,0101061000,로고스,경기 성남시 분당구 하오개로 360,,,
성남시분당구,0101063147,710퍼니처(710 FURNITURE),"경기 성남시 분당구 안양판교로828번길 188,",,,
성남시분당구,0101065399,오초,경기도 성남시 분당구 내정로119번길 19,,,
성남시분당구,0101065407,쇼란,경기도 성남시 분당구 돌마로 75,,,
성남시분당구,0101066520,신김밥천국,경기도 성남시 분당구 매화로 56,,,
성남시분당구,0101066603,살롱드뮤헤어,경기도 성남시 분당구 내정로119번길 34,,,
성남시분당구,0101066678,골든네일,경기도 성남시 분당구 판교원로 209,,,
성남시분당구,0101067056,16상이,경기도 성남시 분당구 성남대로779번길 54,,,
성남시분당구,0101067973,팀윤짐,경기도 성남시 분당구 성남대로926번길 6,,,
